,adverb/adjective,adverb/noun,adverb/pronoun,adjective/verb,adjective/pronoun,noun/verb,noun/pronoun,verb/pronoun,id,label
58,0.6666666666666666,0.42857142857142855,0.3157894736842105,0.8181818181818182,0.47368421052631576,1.2727272727272727,0.7368421052631579,0.5789473684210527,cn08_para_16,1
59,0.4444444444444444,0.25,0.36363636363636365,0.6428571428571429,0.8181818181818182,1.1428571428571428,1.4545454545454546,1.2727272727272727,cn08_para_19,1
60,1.3333333333333333,0.2,0.26666666666666666,0.23076923076923078,0.2,1.5384615384615385,1.3333333333333333,0.8666666666666667,cn08_para_21,1
61,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,cn09_para_4,1
62,1.5,0.42857142857142855,0.5454545454545454,0.4444444444444444,0.36363636363636365,1.5555555555555556,1.2727272727272727,0.8181818181818182,cn09_para_13,1
63,1.8,0.6923076923076923,1.125,0.625,0.625,1.625,1.625,1.0,cn09_para_26,1
64,1.6666666666666667,0.38461538461538464,0.4166666666666667,0.23076923076923078,0.25,1.0,1.0833333333333333,1.0833333333333333,cn09_para_29,1
65,1.1666666666666667,0.4117647058823529,0.7,0.4,0.6,1.1333333333333333,1.7,1.5,cn09_para_30,1
66,2.0,0.375,0.6,0.3,0.3,1.6,1.6,1.0,cn09_para_32,1
67,4.0,1.3333333333333333,0.26666666666666666,0.09090909090909091,0.06666666666666667,0.2727272727272727,0.2,0.7333333333333333,cn09_para_39,1
68,1.0,0.5,1.0,0.6,1.0,1.2,2.0,1.6666666666666667,cn09_para_41,1
69,4.0,0.5,0.36363636363636365,0.1,0.09090909090909091,0.8,0.7272727272727273,0.9090909090909091,cn09_para_49,1
70,2.5,0.3333333333333333,0.5555555555555556,0.14285714285714285,0.2222222222222222,1.0714285714285714,1.6666666666666667,1.5555555555555556,cn09_para_51,1
71,1.0,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.7777777777777778,1.0,cn09_para_52,1
72,2.0,0.3333333333333333,0.4,0.2,0.2,1.2,1.2,1.0,cn09_para_53,1
73,0.42857142857142855,0.125,0.3333333333333333,0.6363636363636364,0.7777777777777778,2.1818181818181817,2.6666666666666665,1.2222222222222223,cn10_para_1,1
74,0.5,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.5714285714285714,1.1666666666666667,2.0,1.7142857142857142,cn10_para_3,1
75,0.3333333333333333,0.16666666666666666,0.125,0.42857142857142855,0.375,0.8571428571428571,0.75,0.875,cn10_para_7,1
76,0.5,0.23076923076923078,0.3333333333333333,0.75,0.6666666666666666,1.625,1.4444444444444444,0.8888888888888888,cn10_para_9,1
77,6.0,0.8571428571428571,0.5454545454545454,0.1,0.09090909090909091,0.7,0.6363636363636364,0.9090909090909091,cn10_para_13,1
78,0.0,1.5,3.0,0.0,0.0,2.0,2.0,1.0,cn10_para_16,1
79,1.0,0.13636363636363635,0.2727272727272727,0.3,0.2727272727272727,2.2,2.0,0.9090909090909091,cn10_para_28,1
80,1.0,0.1,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.9090909090909091,0.8333333333333334,0.9166666666666666,cn10_para_29,1
81,1.0,0.4166666666666667,1.6666666666666667,0.5555555555555556,1.6666666666666667,1.3333333333333333,4.0,3.0,cn10_para_31,1
82,1.25,0.5,0.3333333333333333,0.36363636363636365,0.26666666666666666,0.9090909090909091,0.6666666666666666,0.7333333333333333,cn10_para_37,1
83,0.2,0.07692307692307693,0.1111111111111111,0.7142857142857143,0.5555555555555556,1.8571428571428572,1.4444444444444444,0.7777777777777778,cn10_para_42,1
84,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,1.4,cn10_para_49,1
85,1.0,0.15,0.3333333333333333,0.21428571428571427,0.3333333333333333,1.4285714285714286,2.2222222222222223,1.5555555555555556,cn11_para_1,1
86,0.5714285714285714,0.3333333333333333,1.0,0.7777777777777778,1.75,1.3333333333333333,3.0,2.25,cn11_para_7,1
87,1.6666666666666667,0.38461538461538464,0.8333333333333334,0.2727272727272727,0.5,1.1818181818181819,2.1666666666666665,1.8333333333333333,cn11_para_9,1
88,0.7142857142857143,0.20833333333333334,1.0,0.875,1.4,3.0,4.8,1.6,cn11_para_13,1
89,0.5384615384615384,0.2413793103448276,1.1666666666666667,0.9285714285714286,2.1666666666666665,2.0714285714285716,4.833333333333333,2.3333333333333335,cn11_para_31,1
90,0.375,0.1875,0.6,0.7272727272727273,1.6,1.4545454545454546,3.2,2.2,cn11_para_33,1
91,0.0,0.375,0.5,0.0,0.0,0.6153846153846154,1.3333333333333333,2.1666666666666665,cn12_para_11,1
92,2.5,0.38461538461538464,0.5555555555555556,0.15384615384615385,0.2222222222222222,1.0,1.4444444444444444,1.4444444444444444,cn12_para_16,1
93,1.0,0.14285714285714285,0.1,0.08333333333333333,0.1,0.5833333333333334,0.7,1.2,cn12_para_27,1
94,0.5,0.3333333333333333,0.2727272727272727,0.42857142857142855,0.5454545454545454,0.6428571428571429,0.8181818181818182,1.2727272727272727,cn12_para_46,1
95,1.0,0.3333333333333333,0.25,0.25,0.25,0.75,0.75,1.0,cn13_para_5,1
96,0.2857142857142857,0.2222222222222222,0.15384615384615385,0.5,0.5384615384615384,0.6428571428571429,0.6923076923076923,1.0769230769230769,cn13_para_9,1
97,0.7142857142857143,0.4166666666666667,0.625,0.6363636363636364,0.875,1.0909090909090908,1.5,1.375,cn13_para_12,1
98,1.2222222222222223,1.1,1.2222222222222223,1.0,1.0,1.1111111111111112,1.1111111111111112,1.0,cn13_para_23,1
99,0.75,0.42857142857142855,1.0,0.7058823529411765,1.3333333333333333,1.2352941176470589,2.3333333333333335,1.8888888888888888,cn13_para_25,1
100,0.7272727272727273,0.32,2.6666666666666665,1.0,3.6666666666666665,2.272727272727273,8.333333333333334,3.6666666666666665,cn14_para_5,1
101,2.25,0.75,1.8,0.4,0.8,1.2,2.4,2.0,cn14_para_10,1
102,1.6666666666666667,0.45454545454545453,0.7142857142857143,0.25,0.42857142857142855,0.9166666666666666,1.5714285714285714,1.7142857142857142,cn14_para_13,1
103,1.6666666666666667,0.4166666666666667,0.7142857142857143,0.1875,0.42857142857142855,0.75,1.7142857142857142,2.2857142857142856,cn14_para_17,1
104,2.5,2.5,0.45454545454545453,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.5454545454545454,cn14_para_26,1
105,0.6666666666666666,0.3076923076923077,2.0,0.6666666666666666,3.0,1.4444444444444444,6.5,4.5,cn14_para_34,1
106,6.0,0.6,1.0,0.125,0.16666666666666666,1.25,1.6666666666666667,1.3333333333333333,cn14_para_35,1
107,7.0,0.4666666666666667,1.75,0.09090909090909091,0.25,1.3636363636363635,3.75,2.75,cn14_para_40,1
108,1.25,0.4166666666666667,0.625,0.3333333333333333,0.5,1.0,1.5,1.5,cn14_para_44,1
109,0.2,0.06666666666666667,0.2,0.4166666666666667,1.0,1.25,3.0,2.4,cn15_para_1,1
110,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.8571428571428571,2.0,2.5714285714285716,6.0,2.3333333333333335,cn15_para_2,1
111,1.3333333333333333,0.26666666666666666,0.4,0.3,0.3,1.5,1.5,1.0,cn15_para_3,1
112,0.6666666666666666,0.42857142857142855,1.0,1.125,1.5,1.75,2.3333333333333335,1.3333333333333333,cn15_para_13,1
113,1.0,0.5454545454545454,1.5,0.75,1.5,1.375,2.75,2.0,cn15_para_16,1
114,0.2222222222222222,0.125,0.3333333333333333,0.6428571428571429,1.5,1.1428571428571428,2.6666666666666665,2.3333333333333335,cn15_para_17,1
115,0.6,0.3,0.6,1.0,1.0,2.0,2.0,1.0,cn15_para_19,1
116,0.375,0.1875,0.3,1.3333333333333333,0.8,2.6666666666666665,1.6,0.6,cn15_para_22,1
117,0.0,0.2,0.3333333333333333,0.0,0.0,5.0,1.6666666666666667,0.3333333333333333,cn15_para_30,1
118,0.0,0.0,0.0,1.0,0.6666666666666666,1.25,0.8333333333333334,0.6666666666666666,cn15_para_35,1
119,0.75,0.13636363636363635,0.5,0.4444444444444444,0.6666666666666666,2.4444444444444446,3.6666666666666665,1.5,cn16_para_4,1
120,1.6666666666666667,0.4,0.5555555555555556,0.3,0.3333333333333333,1.25,1.3888888888888888,1.1111111111111112,cn16_para_19,1
121,0.6666666666666666,0.18181818181818182,0.3333333333333333,0.25,0.5,0.9166666666666666,1.8333333333333333,2.0,cn16_para_35,1
122,4.0,0.8888888888888888,2.0,0.25,0.5,1.125,2.25,2.0,cn16_para_41,1
123,0.6666666666666666,0.4,0.16666666666666666,0.3333333333333333,0.25,0.5555555555555556,0.4166666666666667,0.75,cn17_para_2,1
124,2.0,0.3333333333333333,0.2857142857142857,0.125,0.14285714285714285,0.75,0.8571428571428571,1.1428571428571428,cn17_para_3,1
125,2.25,0.9,0.6,0.2857142857142857,0.26666666666666666,0.7142857142857143,0.6666666666666666,0.9333333333333333,cn17_para_4,1
126,1.125,0.45,1.0,1.0,0.8888888888888888,2.5,2.2222222222222223,0.8888888888888888,cn17_para_19,1
127,1.0,0.5,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.8571428571428571,cn17_para_23,1
128,3.3333333333333335,1.6666666666666667,1.1111111111111112,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,cn17_para_29,1
129,1.75,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.36363636363636365,1.8333333333333333,1.0,0.5454545454545454,cn17_para_41,1
130,5.0,5.0,2.5,0.3333333333333333,0.5,0.3333333333333333,0.5,1.5,cn17_para_45,1
131,1.0,0.2,0.16666666666666666,0.125,0.16666666666666666,0.625,0.8333333333333334,1.3333333333333333,cn17_para_48,1
132,0.8,0.19047619047619047,0.36363636363636365,0.35714285714285715,0.45454545454545453,1.5,1.9090909090909092,1.2727272727272727,cn18_para_3,1
133,4.5,0.75,0.47368421052631576,0.2222222222222222,0.10526315789473684,1.3333333333333333,0.631578947368421,0.47368421052631576,cn18_para_4,1
134,0.8333333333333334,0.3333333333333333,0.22727272727272727,0.5454545454545454,0.2727272727272727,1.3636363636363635,0.6818181818181818,0.5,cn18_para_10,1
135,1.5714285714285714,0.4074074074074074,0.4782608695652174,0.3684210526315789,0.30434782608695654,1.4210526315789473,1.173913043478261,0.8260869565217391,cn18_para_11,1
136,1.1666666666666667,0.35,0.7777777777777778,0.42857142857142855,0.6666666666666666,1.4285714285714286,2.2222222222222223,1.5555555555555556,cn19_para_0,1
137,0.3333333333333333,0.15,0.375,0.6923076923076923,1.125,1.5384615384615385,2.5,1.625,cn20_para_1,1
138,1.0,0.15789473684210525,0.375,0.2,0.375,1.2666666666666666,2.375,1.875,cn20_para_3,1
139,1.5,0.23076923076923078,0.5,0.2857142857142857,0.3333333333333333,1.8571428571428572,2.1666666666666665,1.1666666666666667,cn20_para_5,1
140,0.0,0.5714285714285714,0.4444444444444444,0.0,0.0,0.875,0.7777777777777778,0.8888888888888888,cn20_para_14,1
141,4.0,0.3076923076923077,0.25,0.1111111111111111,0.0625,1.4444444444444444,0.8125,0.5625,cn20_para_18,1
142,1.0,0.625,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.5333333333333333,0.6,cn20_para_22,1
143,0.3333333333333333,0.03571428571428571,0.14285714285714285,0.23076923076923078,0.42857142857142855,2.1538461538461537,4.0,1.8571428571428572,cn20_para_31,1
144,1.3333333333333333,0.36363636363636365,0.8,0.3333333333333333,0.6,1.2222222222222223,2.2,1.8,cn20_para_39,1
145,4.5,0.6428571428571429,0.8181818181818182,0.16666666666666666,0.18181818181818182,1.1666666666666667,1.2727272727272727,1.0909090909090908,cn20_para_43,1
146,0.2,0.0625,0.125,0.35714285714285715,0.625,1.1428571428571428,2.0,1.75,cn20_para_48,1
147,1.0,0.46153846153846156,0.8571428571428571,1.0,0.8571428571428571,2.1666666666666665,1.8571428571428572,0.8571428571428571,cn21_para_7,1
148,1.0,0.21428571428571427,0.25,0.42857142857142855,0.25,2.0,1.1666666666666667,0.5833333333333334,cn21_para_22,1
149,0.25,0.1,0.1111111111111111,0.5714285714285714,0.4444444444444444,1.4285714285714286,1.1111111111111112,0.7777777777777778,cn21_para_25,1
150,0.75,0.21428571428571427,0.75,0.5714285714285714,1.0,2.0,3.5,1.75,cn21_para_29,1
151,0.25,0.09090909090909091,0.3333333333333333,1.0,1.3333333333333333,2.75,3.6666666666666665,1.3333333333333333,cn21_para_31,1
152,0.8333333333333334,0.38461538461538464,0.45454545454545453,1.2,0.5454545454545454,2.6,1.1818181818181819,0.45454545454545453,cn21_para_33,1
153,0.25,0.14285714285714285,0.07692307692307693,0.4,0.3076923076923077,0.7,0.5384615384615384,0.7692307692307693,cn21_para_36,1
154,0.6,0.3,0.2727272727272727,0.7142857142857143,0.45454545454545453,1.4285714285714286,0.9090909090909091,0.6363636363636364,cn21_para_41,1
155,2.0,0.7692307692307693,1.1111111111111112,0.3333333333333333,0.5555555555555556,0.8666666666666667,1.4444444444444444,1.6666666666666667,cn22_para_1,1
156,7.0,1.1666666666666667,0.4117647058823529,0.08333333333333333,0.058823529411764705,0.5,0.35294117647058826,0.7058823529411765,cn22_para_6,1
157,1.1111111111111112,0.29411764705882354,0.625,0.42857142857142855,0.5625,1.619047619047619,2.125,1.3125,cn22_para_11,1
158,0.25,0.14285714285714285,0.16666666666666666,0.8,0.6666666666666666,1.4,1.1666666666666667,0.8333333333333334,cn22_para_23,1
159,0.8,0.16666666666666666,0.5,0.35714285714285715,0.625,1.7142857142857142,3.0,1.75,cn22_para_29,1
160,1.1666666666666667,0.35,0.6363636363636364,0.5,0.5454545454545454,1.6666666666666667,1.8181818181818181,1.0909090909090908,cn22_para_31,1
161,0.5,0.1,0.2857142857142857,0.3076923076923077,0.5714285714285714,1.5384615384615385,2.857142857142857,1.8571428571428572,cn22_para_34,1
162,1.6,0.5,0.6666666666666666,0.8333333333333334,0.4166666666666667,2.6666666666666665,1.3333333333333333,0.5,cn23_para_5,1
163,0.3333333333333333,0.125,0.09090909090909091,0.375,0.2727272727272727,1.0,0.7272727272727273,0.7272727272727273,cn23_para_9,1
164,0.6,0.10344827586206896,0.23076923076923078,0.5555555555555556,0.38461538461538464,3.2222222222222223,2.230769230769231,0.6923076923076923,cn23_para_17,1
165,1.0,0.5833333333333334,0.875,0.7777777777777778,0.875,1.3333333333333333,1.5,1.125,cn23_para_19,1
166,0.5714285714285714,0.14814814814814814,0.26666666666666666,0.875,0.4666666666666667,3.375,1.8,0.5333333333333333,cn23_para_22,1
167,0.0,0.45454545454545453,0.625,0.0,0.0,1.2222222222222223,1.375,1.125,cn24_para_1,1
168,0.7142857142857143,0.45454545454545453,0.5555555555555556,1.0,0.7777777777777778,1.5714285714285714,1.2222222222222223,0.7777777777777778,cn24_para_5,1
169,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.6666666666666666,1.0,1.5555555555555556,2.3333333333333335,1.5,cn24_para_10,1
170,2.5,0.7142857142857143,0.625,0.2222222222222222,0.25,0.7777777777777778,0.875,1.125,cn24_para_14,1
171,1.6666666666666667,0.45454545454545453,0.7142857142857143,0.3333333333333333,0.42857142857142855,1.2222222222222223,1.5714285714285714,1.2857142857142858,cn24_para_17,1
172,1.0,0.4,0.375,0.35294117647058826,0.375,0.8823529411764706,0.9375,1.0625,cn24_para_22,1
173,1.0,0.5,0.125,0.2,0.125,0.4,0.25,0.625,cn24_para_29,1
174,0.5555555555555556,0.3333333333333333,0.8333333333333334,1.0,1.5,1.6666666666666667,2.5,1.5,cn24_para_32,1
175,0.25,0.1111111111111111,0.1111111111111111,0.5714285714285714,0.4444444444444444,1.2857142857142858,1.0,0.7777777777777778,cn24_para_43,1
176,2.0,0.5,0.25,0.14285714285714285,0.125,0.5714285714285714,0.5,0.875,cn24_para_49,1
177,1.0,0.045454545454545456,0.14285714285714285,0.1111111111111111,0.14285714285714285,2.4444444444444446,3.142857142857143,1.2857142857142858,cn25_para_4,1
178,0.42857142857142855,0.1111111111111111,0.21428571428571427,0.4375,0.5,1.6875,1.9285714285714286,1.1428571428571428,cn25_para_9,1
179,1.0,0.13636363636363635,0.375,0.21428571428571427,0.375,1.5714285714285714,2.75,1.75,cn25_para_12,1
180,1.5,0.4,0.8571428571428571,0.4,0.5714285714285714,1.5,2.142857142857143,1.4285714285714286,cn25_para_15,1
181,3.0,0.6,0.8571428571428571,0.25,0.2857142857142857,1.25,1.4285714285714286,1.1428571428571428,cn25_para_18,1
182,1.0,0.16666666666666666,0.14285714285714285,0.2,0.14285714285714285,1.2,0.8571428571428571,0.7142857142857143,cn25_para_24,1
183,1.0,0.13333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,2.5,2.142857142857143,0.8571428571428571,cn25_para_38,1
184,0.75,0.23076923076923078,0.2727272727272727,0.3076923076923077,0.36363636363636365,1.0,1.1818181818181819,1.1818181818181819,cn25_para_40,1
185,0.8,0.25,0.4,0.4166666666666667,0.5,1.3333333333333333,1.6,1.2,cn26_para_7,1
186,1.5,0.42857142857142855,0.42857142857142855,0.25,0.2857142857142857,0.875,1.0,1.1428571428571428,cn26_para_10,1
187,0.26666666666666666,0.25,0.25,1.0714285714285714,0.9375,1.1428571428571428,1.0,0.875,cn27_para_2,1
188,2.6666666666666665,0.4444444444444444,0.6153846153846154,0.15789473684210525,0.23076923076923078,0.9473684210526315,1.3846153846153846,1.4615384615384615,cn27_para_4,1
189,2.25,0.6428571428571429,0.5,0.3076923076923077,0.2222222222222222,1.0769230769230769,0.7777777777777778,0.7222222222222222,cn27_para_5,1
190,2.5,1.0,0.625,0.2857142857142857,0.25,0.7142857142857143,0.625,0.875,cn27_para_18,1
191,1.0,0.2727272727272727,0.13043478260869565,0.17647058823529413,0.13043478260869565,0.6470588235294118,0.4782608695652174,0.7391304347826086,cn27_para_40,1
192,0.4,0.3333333333333333,2.0,1.6666666666666667,5.0,2.0,6.0,3.0,cn28_para_18,1
193,0.2222222222222222,0.10526315789473684,0.3333333333333333,1.0,1.5,2.111111111111111,3.1666666666666665,1.5,cn28_para_21,1
194,0.5,0.2857142857142857,0.2,0.6153846153846154,0.4,1.0769230769230769,0.7,0.65,cn28_para_39,1
195,0.18181818181818182,0.13333333333333333,0.5,3.6666666666666665,2.75,5.0,3.75,0.75,cn29_para_9,1
196,0.3333333333333333,0.18181818181818182,0.6666666666666666,0.75,2.0,1.375,3.6666666666666665,2.6666666666666665,cn29_para_24,1
197,4.0,0.4444444444444444,0.5,0.1111111111111111,0.125,1.0,1.125,1.125,cn29_para_25,1
198,2.0,2.0,0.2,0.16666666666666666,0.1,0.16666666666666666,0.1,0.6,cn29_para_37,1
199,1.0,0.25,0.2857142857142857,0.5,0.2857142857142857,2.0,1.1428571428571428,0.5714285714285714,cn29_para_56,1
200,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,cn29_para_57,1
201,0.125,0.06666666666666667,0.1111111111111111,0.7272727272727273,0.8888888888888888,1.3636363636363635,1.6666666666666667,1.2222222222222223,cn29_para_62,1
202,1.6666666666666667,0.2631578947368421,0.5,0.25,0.3,1.5833333333333333,1.9,1.2,cn29_para_69,1
203,1.6666666666666667,0.2631578947368421,0.625,0.25,0.375,1.5833333333333333,2.375,1.5,ck01_para_12,1
204,0.0,0.0,0.0,0.0,0.0,0.875,1.4,1.6,ck01_para_24,1
205,0.0,0.2,0.25,0.0,0.0,1.25,1.25,1.0,ck01_para_27,1
206,1.6666666666666667,0.7142857142857143,0.625,0.3,0.375,0.7,0.875,1.25,ck01_para_28,1
207,3.5,2.3333333333333335,1.0,0.2222222222222222,0.2857142857142857,0.3333333333333333,0.42857142857142855,1.2857142857142858,ck01_para_29,1
208,3.0,0.6923076923076923,0.75,0.2727272727272727,0.25,1.1818181818181819,1.0833333333333333,0.9166666666666666,ck01_para_38,1
209,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.8181818181818182,ck01_para_42,1
210,2.3333333333333335,0.5833333333333334,0.5384615384615384,0.1875,0.23076923076923078,0.75,0.9230769230769231,1.2307692307692308,ck02_para_2,1
