,id,label,avg_sen_len,std_sen_len
141,cn20_para_18,1,17.0,6.324555320336759
142,cn20_para_22,1,18.4,10.480458005259122
143,cn20_para_31,1,16.833333333333332,8.234412884690418
144,cn20_para_39,1,12.2,4.749736834815167
145,cn20_para_43,1,17.0,8.508818954473059
146,cn20_para_48,1,16.0,5.329165037789691
147,cn21_para_7,1,16.0,5.761944116355173
148,cn21_para_22,1,16.4,7.605261336732618
149,cn21_para_25,1,11.2,6.144916598294887
150,cn21_para_29,1,11.8,5.844655678480983
151,cn21_para_31,1,10.0,3.9496835316262997
152,cn21_para_33,1,12.833333333333334,6.542595475463508
153,cn21_para_36,1,12.2,5.418486873657627
154,cn21_para_41,1,14.6,9.478396488858229
155,cn22_para_1,1,16.5,3.905124837953327
156,cn22_para_6,1,14.8,7.934733769950949
157,cn22_para_11,1,26.166666666666668,6.2826922749902545
158,cn22_para_23,1,9.6,3.2619012860600183
159,cn22_para_29,1,20.0,9.57078889120432
160,cn22_para_31,1,15.5,4.958158260214505
161,cn22_para_34,1,18.2,13.481839637082173
162,cn23_para_5,1,13.0,13.114877048604
163,cn23_para_9,1,13.2,10.476640682967036
164,cn23_para_17,1,22.833333333333332,4.775516260631468
165,cn23_para_19,1,17.8,14.2464030548065
166,cn23_para_22,1,21.333333333333332,11.585431464655178
167,cn24_para_1,1,13.0,5.253570214625479
168,cn24_para_5,1,14.0,8.679477710861024
169,cn24_para_10,1,11.666666666666666,8.158158833680279
170,cn24_para_14,1,14.0,7.4565407529228995
171,cn24_para_17,1,14.2,5.5641710972974225
172,cn24_para_22,1,23.4,10.781465577554844
173,cn24_para_29,1,6.8,3.0594117081556713
174,cn24_para_32,1,19.0,3.521363372331802
175,cn24_para_43,1,12.8,2.0396078054371136
176,cn24_para_49,1,16.0,8.602325267042627
177,cn25_para_4,1,14.6,5.885575587824865
178,cn25_para_9,1,20.333333333333332,10.176225014982498
179,cn25_para_12,1,15.666666666666666,6.262764742685312
180,cn25_para_15,1,15.2,5.418486873657626
181,cn25_para_18,1,13.2,5.912698199637793
182,cn25_para_24,1,7.4,3.6110940170535577
183,cn25_para_38,1,12.0,1.6733200530681511
184,cn25_para_40,1,13.0,7.047458170621991
185,cn26_para_7,1,14.166666666666666,5.927806414592913
186,cn26_para_10,1,11.8,2.7856776554368237
187,cn27_para_2,1,28.2,7.547184905645283
188,cn27_para_4,1,21.5,10.965856099730654
189,cn27_para_5,1,18.833333333333332,17.84579004197411
190,cn27_para_18,1,11.0,6.418722614352485
191,cn27_para_40,1,18.6,6.374950980203691
192,cn28_para_18,1,8.4,2.0591260281974
193,cn28_para_21,1,17.4,5.817215828899594
194,cn28_para_39,1,23.8,6.64529909033446
195,cn29_para_9,1,14.6,7.418894796396563
196,cn29_para_24,1,10.5,3.774917217635375
197,cn29_para_25,1,10.666666666666666,5.962847939999439
198,cn29_para_37,1,8.4,3.9293765408777004
199,cn29_para_56,1,9.5,4.890466917040404
200,cn29_para_57,1,7.6,2.5768197453450252
201,cn29_para_62,1,13.0,5.259911279353167
202,cn29_para_69,1,18.4,8.114185110040317
203,ck01_para_12,1,18.4,9.76933979345585
204,ck01_para_24,1,7.666666666666667,3.5433819375782165
205,ck01_para_27,1,8.833333333333334,2.5440562537456244
206,ck01_para_28,1,10.5,7.22841614740048
207,ck01_para_29,1,11.166666666666666,6.914156170897179
208,ck01_para_38,1,18.8,9.987992791347018
209,ck01_para_42,1,11.0,5.403702434442518
210,ck02_para_2,1,16.333333333333332,6.368324391514267
211,ck02_para_5,1,19.2,6.968500556073738
212,ck02_para_10,1,22.833333333333332,5.489889697333535
213,ck02_para_12,1,12.0,5.446711546122731
214,ck02_para_18,1,14.666666666666666,4.268749491621899
215,ck02_para_20,1,20.6,9.666436778875658
216,ck03_para_9,1,19.0,19.638397762207248
217,ck03_para_10,1,26.6,14.664242223858686
218,ck03_para_15,1,13.8,4.995998398718719
219,ck03_para_18,1,9.8,6.144916598294887
220,ck04_para_10,1,15.5,5.123475382979799
221,ck04_para_11,1,25.5,16.439282222773596
222,ck04_para_12,1,18.8,14.985326155943355
223,ck05_para_1,1,10.0,2.943920288775949
224,ck05_para_2,1,11.666666666666666,3.197221015541813
225,ck05_para_3,1,8.2,3.4292856398964493
226,ck05_para_4,1,11.0,5.163977794943222
227,ck05_para_5,1,19.4,14.305243793798134
228,ck05_para_8,1,10.8,3.9698866482558417
229,ck05_para_16,1,9.6,4.029888335921977
230,ck05_para_17,1,9.8,2.481934729198171
231,ck05_para_20,1,19.6,12.90891165048394
232,ck05_para_27,1,16.4,18.97998946258928
233,ck05_para_36,1,15.2,4.707440918375928
234,ck05_para_39,1,10.4,4.586937976471886
235,ck06_para_1,1,11.333333333333334,2.2110831935702664
236,ck06_para_3,1,14.0,8.07465169527454
237,ck06_para_5,1,7.0,3.3166247903554
238,ck06_para_10,1,7.6,3.2619012860600183
239,ck06_para_17,1,15.333333333333334,4.459696053419884
240,ck06_para_22,1,21.0,14.832396974191326
241,ck06_para_31,1,16.666666666666668,7.781745019952501
242,ck06_para_33,1,15.0,3.1622776601683795
243,ck06_para_36,1,12.166666666666666,4.9805175991613115
244,ck06_para_43,1,15.0,5.477225575051661
245,ck08_para_3,1,10.166666666666666,6.8170537787391865
246,ck08_para_13,1,13.2,8.930845424706442
247,ck08_para_21,1,12.5,10.1447851956888
248,ck08_para_26,1,14.2,7.984985911070852
249,ck08_para_38,1,9.4,1.8547236990991407
250,ck09_para_7,1,26.8,8.304215796810679
251,ck09_para_8,1,21.2,2.9257477676655586
252,ck09_para_10,1,27.333333333333332,8.158158833680279
253,ck09_para_12,1,17.6,9.00222194794152
254,ck10_para_11,1,27.6,7.28285658241325
255,ck10_para_13,1,18.6,7.391887445030531
256,ck10_para_15,1,15.2,7.025667228100119
257,ck10_para_20,1,12.166666666666666,7.151145984308311
258,ck10_para_24,1,14.4,5.885575587824865
259,ck10_para_34,1,16.2,5.74108003776293
260,ck10_para_41,1,14.666666666666666,4.14996653266291
261,ck11_para_1,1,17.8,11.303096920755834
262,ck11_para_4,1,25.0,17.73884626086676
263,ck11_para_12,1,16.6,7.657675887630659
264,ck11_para_17,1,12.6,6.529931086925803
265,ck11_para_21,1,9.0,5.163977794943222
266,ck11_para_26,1,17.0,8.555699854482976
267,ck11_para_29,1,12.6,1.624807680927192
268,ck11_para_33,1,9.8,3.655133376499413
269,ck11_para_39,1,10.5,3.8622100754188224
270,ck12_para_2,1,10.4,2.4979991993593593
271,ck12_para_6,1,13.2,4.833218389437829
272,ck12_para_8,1,10.166666666666666,4.374801582802229
273,ck12_para_11,1,24.5,19.345542122153102
274,ck12_para_12,1,22.666666666666668,7.386173268720113
275,ck12_para_14,1,20.6,11.46472851837321
276,ck12_para_18,1,13.666666666666666,7.781745019952502
277,ck12_para_19,1,15.166666666666666,7.357913351548039
278,ck13_para_8,1,14.4,5.238320341483519
279,ck13_para_28,1,13.166666666666666,10.82307206336948
280,ck13_para_29,1,9.166666666666666,1.3437096247164249
281,ck14_para_11,1,21.2,4.3999999999999995
282,ck14_para_12,1,21.4,8.777243302996677
283,ck14_para_20,1,4.4,1.8547236990991407
284,ck14_para_22,1,12.166666666666666,6.413960468297953
285,ck14_para_25,1,19.0,8.318653737234168
286,ck14_para_36,1,14.833333333333334,8.112062349091971
287,ck15_para_4,1,14.2,4.1182520563948
288,ck15_para_5,1,22.6,4.673328578219169
289,ck15_para_8,1,15.4,7.631513611335565
290,ck15_para_14,1,28.0,10.564090116995406
291,ck15_para_15,1,23.8,8.726969691708572
292,ck15_para_17,1,18.6,4.586937976471886
293,ck15_para_38,1,12.6,9.436100889668358
294,ck16_para_0,1,27.2,11.54816002660164
295,ck16_para_4,1,19.166666666666668,8.89600409672168
296,ck16_para_7,1,22.166666666666668,10.414999866645328
297,ck16_para_12,1,19.333333333333332,8.259674462242577
298,ck16_para_17,1,13.5,9.322910847297997
299,ck16_para_21,1,13.0,3.5777087639996634
300,ck17_para_10,1,10.6,4.673328578219169
301,ck17_para_13,1,6.666666666666667,4.307615994440028
302,ck17_para_15,1,15.6,7.49933330370107
303,ck17_para_17,1,20.166666666666668,13.9453297638393
304,ck17_para_21,1,14.4,3.0724582991474434
305,ck17_para_50,1,12.0,3.794733192202055
306,ck17_para_56,1,14.333333333333334,3.5433819375782165
307,ck18_para_3,1,22.0,17.44706279005151
308,ck18_para_8,1,9.333333333333334,4.533823502911814
309,ck18_para_9,1,8.0,1.2909944487358056
310,ck18_para_14,1,13.6,7.2277243998370615
311,ck18_para_15,1,14.0,10.214368964029708
312,ck18_para_17,1,15.0,9.715966241192895
313,ck18_para_22,1,12.5,5.057996968497839
314,ck18_para_23,1,13.666666666666666,3.7712361663282534
315,ck18_para_27,1,16.8,7.19444229944198
316,ck18_para_30,1,15.833333333333334,7.797791710193057
317,ck18_para_32,1,15.2,5.3065996645686395
318,ck19_para_0,1,28.0,8.0
319,ck19_para_2,1,27.0,15.695009822658072
320,ck19_para_3,1,16.833333333333332,10.699169230469355
321,ck19_para_4,1,27.333333333333332,11.32352516764202
322,ck19_para_6,1,26.666666666666668,15.659572862061795
323,ck19_para_13,1,25.6,7.964923100695951
324,ck19_para_14,1,19.333333333333332,16.549588783075215
325,ck19_para_18,1,11.0,4.147288270665544
326,ck19_para_19,1,7.6,1.3564659966250536
327,ck20_para_2,1,21.666666666666668,7.930251502246879
328,ck20_para_11,1,17.6,13.54400236266961
329,ck20_para_31,1,12.0,5.692099788303083
330,ck20_para_44,1,9.833333333333334,2.1147629234082532
331,ck21_para_5,1,6.166666666666667,2.034425935955617
332,ck21_para_32,1,8.5,2.9297326385411577
333,ck21_para_38,1,9.2,2.481934729198171
334,ck22_para_15,1,27.8,12.528367810692659
335,ck24_para_0,1,25.833333333333332,16.78706512632734
336,ck24_para_24,1,7.5,3.095695936834452
337,ck24_para_40,1,9.0,3.6514837167011076
338,ck24_para_49,1,21.0,21.099763031844695
339,ck24_para_56,1,7.4,2.4166091947189146
340,ck24_para_67,1,6.2,1.16619037896906
341,ck25_para_1,1,29.666666666666668,19.813014802284773
342,ck26_para_2,1,21.666666666666668,9.104333522498441
343,ck26_para_3,1,21.0,8.812869377601524
344,ck26_para_4,1,18.0,2.7688746209726918
345,ck26_para_5,1,17.5,8.864724097981467
346,ck26_para_35,1,13.0,10.44030650891055
347,ck27_para_3,1,18.166666666666668,8.629728977333079
348,ck27_para_7,1,24.333333333333332,6.699917080747261
349,ck27_para_9,1,23.4,12.690153663372245
350,ck28_para_0,1,23.6,9.891410415102591
351,ck28_para_4,1,13.8,11.08873302050329
352,ck28_para_6,1,12.4,5.986651818838306
353,ck28_para_19,1,18.8,11.461239025515521
354,ck28_para_22,1,11.333333333333334,3.590109871423003
355,ck28_para_32,1,9.666666666666666,7.824463062870335
356,ck28_para_39,1,14.8,8.634813257969162
357,ck28_para_42,1,13.6,3.7202150475476548
358,ck28_para_48,1,14.0,7.0710678118654755
359,ck29_para_3,1,52.166666666666664,16.77713390964685
360,ck29_para_6,1,19.0,10.825894882179487
361,ck29_para_9,1,15.333333333333334,10.225241100118645
362,ck29_para_10,1,31.2,11.754148203932091
363,ck29_para_13,1,21.5,10.70436048222094
364,cl01_para_3,1,21.333333333333332,11.234866364235144
365,cl01_para_6,1,7.8,3.124099870362662
366,cl01_para_35,1,22.4,13.440238093129155
367,cl01_para_36,1,13.5,6.422616289332565
368,cl02_para_13,1,17.4,9.134549797335389
369,cl02_para_19,1,8.6,1.3564659966250536
370,cl02_para_22,1,10.8,2.4819347291981715
371,cl02_para_32,1,16.5,4.645786621588784
372,cl02_para_47,1,14.4,7.28285658241325
373,cl03_para_9,1,16.0,8.103497187428813
374,cl03_para_10,1,20.2,7.652450587883597
375,cl03_para_11,1,12.333333333333334,5.734883511361751
376,cl03_para_14,1,27.0,38.225645841502796
377,cl03_para_24,1,12.8,6.079473661428265
378,cl03_para_43,1,18.166666666666668,13.056501147789257
379,cl03_para_61,1,6.8,4.621688003316537
380,cl04_para_21,1,15.166666666666666,9.855906294648346
381,cl04_para_24,1,12.333333333333334,5.022173057773122
382,cl04_para_29,1,16.666666666666668,7.888106377466154
383,cl04_para_34,1,13.6,8.357032966310472
384,cl04_para_38,1,11.5,5.408326913195984
385,cl05_para_23,1,9.5,2.29128784747792
386,cl05_para_31,1,17.0,7.64198926981712
387,cl05_para_33,1,16.0,3.1622776601683795
388,cl05_para_44,1,20.2,10.007996802557443
389,cl06_para_2,1,20.6,5.043808085167396
390,cl06_para_3,1,22.0,6.841052550594828
391,cl06_para_4,1,14.833333333333334,4.844813951249544
392,cl06_para_9,1,13.4,4.409081537009721
393,cl06_para_13,1,11.0,5.291502622129181
394,cl06_para_15,1,13.833333333333334,10.31853779477607
395,cl06_para_18,1,11.6,7.1442284397967
396,cl06_para_20,1,12.833333333333334,3.8908725099762504
397,cl06_para_23,1,13.6,9.068627239003707
398,cl06_para_24,1,13.666666666666666,4.307615994440028
399,cl06_para_26,1,12.2,5.192301994298868
400,cl06_para_27,1,15.6,3.3226495451672298
401,cl07_para_9,1,19.166666666666668,9.65084912786895
402,cl07_para_14,1,7.833333333333333,3.1841621957571333
403,cl07_para_45,1,14.0,3.5777087639996634
404,cl07_para_51,1,13.833333333333334,7.104380495315704
405,cl08_para_1,1,17.6,8.357032966310472
406,cl08_para_2,1,10.333333333333334,3.5901098714230026
407,cl08_para_3,1,13.2,6.273754856543249
408,cl08_para_21,1,15.333333333333334,12.74972766593685
409,cl08_para_22,1,32.166666666666664,22.37123649292149
410,cl09_para_0,1,8.6,1.0198039027185568
411,cl09_para_4,1,14.8,7.573638491504595
412,cl09_para_10,1,17.0,3.5118845842842465
413,cl09_para_12,1,20.4,12.419339757008018
414,cl09_para_20,1,11.166666666666666,3.760171390892826
415,cl09_para_24,1,9.6,3.9799497484264794
416,cl09_para_26,1,12.166666666666666,6.517071598672384
417,cl09_para_28,1,22.5,8.077747210701755
418,cl09_para_32,1,14.833333333333334,2.9107081994288304
419,cl09_para_36,1,14.8,5.979966555090422
420,cl10_para_1,1,12.5,6.211548384528075
421,cl10_para_9,1,10.0,5.196152422706632
422,cl10_para_27,1,6.833333333333333,1.950783318453271
423,cl11_para_9,1,7.666666666666667,1.8856180831641267
424,cl11_para_25,1,14.2,13.090454537562858
425,cl11_para_39,1,22.0,12.806248474865697
426,cl12_para_3,1,8.5,3.2015621187164243
427,cl12_para_8,1,13.5,5.937171043518958
428,cl12_para_14,1,12.5,6.4485140407177015
429,cl12_para_20,1,19.666666666666668,10.450943604393922
430,cl12_para_26,1,12.166666666666666,3.3870669054835956
431,cl12_para_34,1,11.2,5.946427498927402
432,cl12_para_36,1,15.833333333333334,5.398044913567215
433,cl12_para_39,1,11.833333333333334,6.8170537787391865
434,cl12_para_43,1,10.333333333333334,6.262764742685312
435,cl12_para_48,1,9.5,5.057996968497839
436,cl12_para_49,1,11.2,8.109253973085318
437,cl13_para_14,1,11.5,2.4324199198877374
438,cl13_para_16,1,7.8,1.7204650534085253
439,cl13_para_30,1,11.0,6.027713773341708
440,cl13_para_32,1,20.666666666666668,10.888321980707383
441,cl13_para_33,1,12.5,5.795112883571237
442,cl13_para_45,1,10.6,4.586937976471886
443,cl13_para_47,1,7.333333333333333,1.1055415967851332
444,cl13_para_49,1,13.0,7.393691004272944
445,cl14_para_0,1,19.5,14.637281168304447
446,cl14_para_3,1,20.8,10.380751417888785
447,cl14_para_20,1,16.0,4.381780460041329
448,cl14_para_21,1,17.2,8.084553172563094
449,cl14_para_22,1,11.0,7.416198487095663
450,cl14_para_24,1,14.4,2.4166091947189146
451,cl14_para_28,1,7.6,1.9595917942265424
452,cl15_para_2,1,13.8,7.30479294709987
453,cl15_para_17,1,22.833333333333332,9.136313382443829
454,cl15_para_23,1,13.833333333333334,10.350791703482825
455,cl15_para_24,1,11.5,5.251983752196243
456,cl15_para_42,1,19.2,3.919183588453085
457,cl15_para_45,1,9.0,4.774934554525329
458,cl16_para_2,1,11.0,4.203173404306164
459,cl16_para_4,1,8.6,1.8547236990991407
460,cl16_para_12,1,8.5,3.8622100754188224
461,cl16_para_17,1,11.8,8.704022058795577
462,cl16_para_28,1,15.6,7.863841300535
463,cl16_para_34,1,13.333333333333334,9.285592184789412
464,cl17_para_6,1,11.4,5.885575587824865
465,cl17_para_13,1,8.6,5.314132102234569
466,cl17_para_28,1,15.4,11.92644121270046
467,cl17_para_33,1,20.666666666666668,11.67142760000773
468,cl17_para_48,1,19.8,10.4
469,cl18_para_1,1,22.5,6.800735254367722
470,cl18_para_2,1,23.8,4.995998398718719
471,cl18_para_10,1,14.6,9.436100889668358
472,cl18_para_17,1,15.8,6.881860213634101
473,cl18_para_18,1,17.333333333333332,8.013876853447538
474,cl18_para_19,1,24.2,4.214261501141095
475,cl18_para_40,1,20.0,5.8594652770823155
476,cl18_para_42,1,14.166666666666666,2.266911751455907
477,cl19_para_5,1,15.5,6.103277807866851
478,cl19_para_16,1,13.4,3.2
479,cl19_para_17,1,14.8,5.30659966456864
480,cl19_para_21,1,20.6,6.343500610861483
481,cl19_para_29,1,9.666666666666666,5.587684871413403
482,cl19_para_36,1,17.0,10.23067283548187
483,cl19_para_37,1,19.166666666666668,7.73340517208012
484,cl19_para_39,1,18.4,10.55651457631732
485,cl20_para_3,1,17.333333333333332,3.5433819375782165
486,cl20_para_5,1,10.0,6.06630035524124
487,cl20_para_7,1,15.666666666666666,9.012337223063849
488,cl20_para_37,1,12.833333333333334,3.1841621957571333
489,cl20_para_50,1,15.833333333333334,6.335525936249404
490,cl21_para_5,1,10.6,4.079215610874228
491,cl21_para_6,1,8.333333333333334,3.815174380753199
492,cl21_para_9,1,7.8,2.7856776554368237
493,cl21_para_25,1,8.4,2.4166091947189146
494,cl21_para_56,1,11.0,5.059644256269407
495,cl21_para_60,1,12.333333333333334,7.86694914747063
496,cl22_para_1,1,17.0,7.187952884282608
497,cl23_para_0,1,14.0,5.585696017507576
498,cl23_para_28,1,13.333333333333334,6.574360974438674
499,cl23_para_29,1,17.333333333333332,11.41149517908246
500,cl23_para_35,1,9.0,3.872983346207417
501,cl23_para_37,1,15.166666666666666,2.3392781412697
502,cl24_para_3,1,11.833333333333334,3.6247605284885913
503,cl24_para_9,1,12.4,7.525955088890711
504,cl24_para_10,1,12.6,5.122499389946279
505,cl24_para_14,1,11.333333333333334,4.714045207910316
506,cl24_para_21,1,11.333333333333334,7.272474743090476
507,cl24_para_22,1,13.8,3.54400902933387
508,cl24_para_23,1,7.6,3.97994974842648
509,cl24_para_24,1,13.4,6.916646586316233
510,cl24_para_25,1,14.166666666666666,5.6984403324262525
511,cl24_para_28,1,12.6,5.314132102234569
512,cl24_para_29,1,17.8,4.833218389437829
513,cl24_para_32,1,19.2,7.249827584156743
514,cl24_para_35,1,15.666666666666666,11.308796969124916
515,cl24_para_37,1,10.6,2.5768197453450252
516,cp01_para_14,1,11.6,4.409081537009721
517,cp01_para_16,1,11.666666666666666,6.599663291074444
518,cp01_para_21,1,16.8,6.675327707311455
519,cp01_para_22,1,16.2,7.386474125047755
520,cp01_para_28,1,19.0,9.018499505645789
521,cp02_para_28,1,20.833333333333332,9.529194905948536
522,cp02_para_39,1,45.0,12.727922061357855
523,cp03_para_6,1,15.4,8.42852300228219
524,cp03_para_8,1,8.8,3.867815921162743
525,cp03_para_19,1,14.833333333333334,4.8790937227681495
526,cp03_para_24,1,22.0,11.74734012447073
527,cp03_para_32,1,17.0,11.713240371477058
528,cp03_para_34,1,27.833333333333332,15.826314233649674
529,cp03_para_42,1,10.333333333333334,3.34995854037363
530,cp04_para_14,1,14.0,4.6475800154489
531,cp04_para_15,1,18.4,6.740919818541086
532,cp04_para_17,1,13.0,7.042726744663604
533,cp04_para_19,1,12.4,4.498888751680797
534,cp04_para_21,1,17.6,9.891410415102591
535,cp04_para_22,1,13.2,4.915282290977803
536,cp04_para_29,1,24.4,12.273548794053006
537,cp04_para_40,1,24.8,13.804347141389918
538,cp05_para_1,1,21.8,10.590561835898981
539,cp05_para_3,1,25.2,16.387800340497197
540,cp05_para_11,1,10.0,5.477225575051661
541,cp05_para_15,1,17.2,11.565465835840769
542,cp05_para_17,1,17.333333333333332,9.516068282413464
543,cp05_para_24,1,27.6,10.05186549850325
544,cp05_para_26,1,7.8,1.9390719429665317
545,cp06_para_10,1,12.8,5.3814496188294845
546,cp06_para_20,1,13.166666666666666,5.785518319236594
547,cp06_para_23,1,11.4,4.882622246293481
548,cp06_para_25,1,9.2,5.114684741017769
549,cp06_para_28,1,8.6,1.8547236990991407
550,cp06_para_30,1,13.666666666666666,4.346134936801766
551,cp06_para_31,1,17.166666666666668,9.334821309960297
