,id,label,mean para depth,Std para depth,Mean ISC score,Std ISC score,Mean ADD,Std Add
35,cn05_para_23,1,0.6346153846153847,0.212443028420205,2.5,1.3844373104863459,1.9000000000000001,0.3017311165038612
36,cn05_para_26,1,0.697953216374269,0.1752669725841328,5.0,1.7888543819998317,2.1959273182957393,0.6858453231323498
37,cn05_para_27,1,0.35238095238095235,0.1865062478815823,1.6,1.3564659966250538,1.56,0.33823069050575527
38,cn05_para_29,1,0.3851190476190476,0.22540983712163454,1.8333333333333333,1.462494064565354,1.406084656084656,0.7077362379944075
39,cn05_para_34,1,0.5540158371040723,0.31598457009984626,5.8,2.227105745132009,2.3125,0.49318973135205396
40,cn05_para_36,1,0.5220736779560309,0.24754066453153092,5.8,2.4819347291981715,2.141052631578947,0.3596112089557947
41,cn05_para_39,1,0.5282828282828282,0.11394997838236812,7.0,2.0,2.0741176470588236,0.38475444917397583
42,cn05_para_40,1,0.5293939393939394,0.3188068896278694,4.2,3.7094473981982814,2.1126148705096073,1.0736931549375344
43,cn05_para_41,1,0.5255602240896359,0.27029887068531805,3.8,2.4819347291981715,1.9083333333333332,0.5733054494089477
44,cn05_para_43,1,0.7032034632034632,0.14915630746098626,6.0,1.8973665961010275,2.1455840455840454,0.28121317824110614
45,cn07_para_19,1,0.522979797979798,0.27697369848062414,3.8333333333333335,2.034425935955617,1.915740740740741,0.5703621031146882
46,cn07_para_24,1,0.7174509803921568,0.1317705414207324,4.6,2.4166091947189146,1.8498809523809523,0.2815667213896279
47,cn07_para_27,1,0.5931468531468532,0.14512481304212613,3.0,0.8944271909999159,2.046666666666667,0.3066666666666667
48,cn07_para_33,1,0.5669548859204031,0.14200361817509982,8.0,6.506407098647712,2.1705026455026455,0.6463562450674079
49,cn07_para_56,1,0.5102813852813853,0.3589604314015779,2.1666666666666665,0.6871842709362768,1.4944444444444445,0.7457078830973829
50,cn07_para_60,1,0.39603174603174607,0.07239861591769335,3.0,1.4142135623730951,1.7785714285714285,0.3082023071482744
51,cn07_para_72,1,0.6626199887069452,0.1032817621116827,5.6,2.870540018881465,2.247918747918748,0.2802378542539023
52,cn07_para_73,1,0.4940564552406657,0.24361979646514398,4.333333333333333,2.357022603955158,1.9626984126984128,0.1847689956638542
53,cn07_para_78,1,0.6198412698412697,0.36912612238946824,3.5,2.140872096444188,1.9695767195767193,0.5655825420581565
54,cn08_para_3,1,0.4694954507857735,0.29327312211019324,6.2,3.9698866482558417,2.4430995670995674,0.5032035776107222
55,cn08_para_9,1,0.5280835106922064,0.1659378204414253,4.4,2.4166091947189146,2.2334848484848484,0.4493936328898197
56,cn08_para_13,1,0.6330532212885154,0.28427030250750207,7.5,2.362907813126304,2.263643483709273,0.47727263066652476
57,cn08_para_14,1,0.8487155197743432,0.4841273202260812,8.2,2.7856776554368237,2.242095238095238,0.3083621939057794
58,cn08_para_16,1,0.6257569282569283,0.2758693181368858,5.833333333333333,3.0776975521032313,2.2242063492063493,0.4252192904235998
59,cn08_para_19,1,0.6179220779220779,0.16270782617075716,6.6,2.870540018881465,2.0331328320802005,0.38873892947481553
60,cn08_para_21,1,0.6792307692307692,0.22387185213899635,6.6,1.2,2.253054298642534,0.4200012685567123
61,cn09_para_4,1,0.33166666666666667,0.10413666234542206,2.4,1.8547236990991407,1.646666666666667,0.49602867300635395
62,cn09_para_13,1,0.547420634920635,0.14662394123039157,4.0,1.9148542155126762,2.0360161352808412,0.3084760718594074
63,cn09_para_26,1,0.6025,0.2907052938995686,5.0,1.8973665961010275,2.4116666666666666,0.40646169697907714
64,cn09_para_29,1,0.591017316017316,0.1036208927104982,6.6,4.454211490264018,2.1978442028985508,0.29351154087561726
65,cn09_para_30,1,0.9208457507404875,0.4265719799384148,9.0,3.22490309931942,2.6312091503267974,0.5665095597547489
66,cn09_para_32,1,0.6002889576883386,0.1404853874952897,7.0,1.4142135623730951,2.3583216619981324,0.47337285041401367
67,cn09_para_39,1,0.5319444444444444,0.230258342565449,3.3333333333333335,2.0548046676563256,2.145238095238095,0.5696649371249464
68,cn09_para_41,1,0.6499603174603173,0.13487210261575955,4.666666666666667,3.34995854037363,2.2843915343915344,0.4226619986288855
69,cn09_para_49,1,0.35388888888888886,0.11573170335087023,4.0,2.0976176963403033,2.097385620915033,0.42680489238611474
70,cn09_para_51,1,0.5666378066378067,0.18153851690684072,5.833333333333333,3.7155828016013257,2.0721764346764346,0.454359425739477
71,cn09_para_52,1,0.5342124542124542,0.2493814860853039,4.8,3.059411708155671,2.003333333333333,0.5385577447632189
72,cn09_para_53,1,0.39611721611721606,0.25176638252302264,3.6,2.4979991993593593,1.3153846153846154,0.7632071849115362
73,cn10_para_1,1,0.8571027568922306,0.30176472126115134,6.6,2.8000000000000003,2.3559401709401713,0.6101994933834942
74,cn10_para_3,1,0.8559999999999999,0.2924410671875237,7.4,4.127953488110059,2.091746031746032,0.24630992977684987
75,cn10_para_7,1,0.6673015873015873,0.30931877621024007,4.4,2.244994432064365,1.8307692307692307,0.4484358087354454
76,cn10_para_9,1,0.5375,0.2247297760026967,3.3333333333333335,0.9428090415820634,2.235978835978836,0.6955277516645709
77,cn10_para_13,1,0.3585164835164835,0.2362766025687121,3.6666666666666665,1.8856180831641267,1.943560606060606,0.39623789195213466
78,cn10_para_16,1,0.2533333333333333,0.310984101058416,0.6,0.48989794855663565,0.9,0.7842193570679061
79,cn10_para_28,1,0.6763772175536881,0.2310781008294982,6.333333333333333,1.699673171197595,2.1800715488215485,0.20197161685166987
80,cn10_para_29,1,0.43448717948717946,0.2042209101552573,4.8,3.8157568056677826,2.0486349206349206,0.29604071819247496
81,cn10_para_31,1,0.5681818181818182,0.1686776066531236,5.0,2.516611478423583,2.2904761904761903,0.5973676192784124
82,cn10_para_37,1,0.6165648077412783,0.15207208285685725,4.5,1.5,2.287171162171162,0.3804173159763262
83,cn10_para_42,1,0.582051282051282,0.13461924691077856,4.6,1.7435595774162693,2.053146853146853,0.2848696576506921
84,cn10_para_49,1,0.4075757575757576,0.2447989748923722,2.4,1.8547236990991407,1.64,0.3720215047547655
85,cn11_para_1,1,0.8496562616127834,0.29885191605429307,6.333333333333333,2.560381915956203,2.3024100655679605,0.3464030165071606
86,cn11_para_7,1,0.790909090909091,0.30240997112133855,3.8,1.32664991614216,2.0636363636363635,0.3468869823334348
87,cn11_para_9,1,0.7089635854341736,0.3904508710630185,5.6,3.1368774282716245,2.297207792207792,0.5864482224269687
88,cn11_para_13,1,0.8606331045003813,0.12684649107197332,7.2,2.6381811916545836,2.4711399711399706,0.4845909523561572
89,cn11_para_31,1,0.875838779956427,0.1739902399690902,9.8,4.3999999999999995,2.351114893878052,0.17454649061089234
90,cn11_para_33,1,1.0332788671023965,0.3066380258659599,8.25,2.947456530637899,2.404896574014221,0.2594077021667274
91,cn12_para_11,1,0.40674390968508617,0.14512512989560092,5.6,3.2619012860600183,1.855,0.3688420318299482
92,cn12_para_16,1,0.636984126984127,0.2619228468984469,6.0,1.7888543819998317,2.065633712692536,0.36396568095493265
93,cn12_para_27,1,0.513888888888889,0.11643495508408158,3.5,1.6072751268321592,1.8303751803751807,0.28380273755702157
94,cn12_para_46,1,0.6989648033126293,0.30604406119442346,6.2,4.445222154178573,2.244848484848485,0.3201606575585157
95,cn13_para_5,1,0.43402777777777773,0.33730632874818733,3.3333333333333335,3.091206165165234,1.2707070707070707,1.0084228483920152
96,cn13_para_9,1,0.9714816452896947,0.43367279859553054,5.2,1.9390719429665317,2.091111111111111,0.7628293662250483
97,cn13_para_12,1,0.5011837418814162,0.4532344713022649,7.0,6.957010852370434,2.0865079365079366,1.2493545826817243
98,cn13_para_23,1,0.5884415584415585,0.217724370996863,5.6,3.006659275674582,2.348624338624339,0.3989410410782523
99,cn13_para_25,1,0.8553933422898939,0.26636475221489786,9.0,2.6076809620810595,2.3666106442577033,0.4118633773428348
100,cn14_para_5,1,0.7054128238910847,0.2523874280185559,6.166666666666667,1.6749792701868151,2.3326719301547674,0.3209984891104365
101,cn14_para_10,1,0.5885570522667296,0.24028360195395854,4.666666666666667,3.2489314482696545,1.8444444444444443,0.5328701692569688
102,cn14_para_13,1,0.5670304232804233,0.4923640917123975,3.8333333333333335,2.4776781245530843,1.9601608187134503,0.5490263690158211
103,cn14_para_17,1,0.5929603729603731,0.2817557796261737,7.6,4.363484845854286,2.1748275862068964,0.6163777858138315
104,cn14_para_26,1,0.4600000000000001,0.19453648615219832,1.8,0.9797958971132713,1.603030303030303,0.3360290446146132
105,cn14_para_34,1,0.5592832167832167,0.201496479712415,4.4,1.2,2.0166666666666666,0.14375905768565217
106,cn14_para_35,1,0.4583600713012478,0.06804504123637016,5.0,2.280350850198276,2.1839285714285714,0.2663864386448333
107,cn14_para_40,1,0.4518300653594771,0.1811374676255436,5.6,2.5768197453450252,2.055263157894737,0.40601434140848136
108,cn14_para_44,1,0.6441269841269841,0.2988520912364207,4.4,2.0591260281974,2.50995115995116,0.6374786336187279
109,cn15_para_1,1,0.8996851102114259,0.25966080942943603,7.6,3.2619012860600183,2.305175293305728,0.2854195972834673
110,cn15_para_2,1,0.7666666666666667,0.3851406669430448,5.6,3.8262252939417984,2.3568197020370936,0.9071751858249086
111,cn15_para_3,1,0.74930459633246,0.20727316027625622,6.8,0.9797958971132712,2.6246449456975776,0.5097938905617284
112,cn15_para_13,1,0.7029644268774704,0.27601953958585246,5.2,2.1354156504062622,2.4827660059239007,0.9023821436661345
113,cn15_para_16,1,0.5060606060606061,0.16571075733463636,4.6,2.65329983228432,1.9571428571428573,0.29540701772715044
114,cn15_para_17,1,0.6652319902319902,0.3232921604213294,6.166666666666667,4.524623986832742,2.0099927849927846,0.5938914639623577
115,cn15_para_19,1,0.2676767676767677,0.20639208830002576,2.3333333333333335,0.9428090415820634,2.055555555555556,0.31426968052735443
116,cn15_para_22,1,0.5068256743256743,0.15783419795872947,5.4,1.2,2.194444444444444,0.6391931642583234
117,cn15_para_30,1,0.3333333333333333,0.22973414586817034,1.6,0.8,1.6,0.4898979485566356
118,cn15_para_35,1,0.43888888888888883,0.2398559238324767,2.2,1.469693845669907,1.6666666666666665,0.4402019738458448
119,cn16_para_4,1,0.6691014492753623,0.4301943641265841,5.8,3.655133376499413,1.7575757575757578,0.9301568091582774
120,cn16_para_19,1,1.339437756561044,0.853012622413473,11.8,6.144916598294887,2.925534465534466,1.0073727432843969
121,cn16_para_35,1,0.5276767676767677,0.14154049189483575,5.0,2.449489742783178,2.155387488328665,0.45655138010997476
122,cn16_para_41,1,0.2863247863247863,0.21100900676288048,3.0,2.449489742783178,1.6472222222222221,0.7188221246689478
123,cn17_para_2,1,0.6810606060606061,0.49952054606515495,3.0,4.932882862316247,1.862847222222222,1.01906764579455
124,cn17_para_3,1,0.28968253968253965,0.2106989651561285,2.8,2.785677655436824,1.3137254901960784,0.7717872226908167
125,cn17_para_4,1,0.9358465608465609,0.7107619331992754,5.0,4.604345773288535,2.314285714285714,0.8399114519790362
126,cn17_para_19,1,0.8333333333333334,0.574988908499946,7.4,6.406246951218787,2.4032084785133567,1.848321570814374
127,cn17_para_23,1,0.501010101010101,0.1284616585387209,2.0,1.6733200530681511,1.6949999999999998,0.53113086899558
128,cn17_para_29,1,0.6161616161616161,0.14294966904647005,3.6,1.019803902718557,2.0062587412587414,0.3269714335427113
129,cn17_para_41,1,0.5616791160908808,0.17384894296898737,3.6666666666666665,1.4907119849998598,2.0375,0.509941672408972
130,cn17_para_45,1,0.2666666666666667,0.23475755815545346,1.0,0.8944271909999159,0.9888888888888889,0.9312145262114206
131,cn17_para_48,1,0.6466537384184443,0.2006785890258226,3.4,1.854723699099141,2.0675,0.48033842236489893
132,cn18_para_3,1,0.7545177045177045,0.1617253528228207,7.0,3.4641016151377544,2.490873015873016,0.8007701516208525
133,cn18_para_4,1,0.748234126984127,0.4317849124102878,4.666666666666667,3.39934634239519,2.9948830409356724,0.8574659616653347
134,cn18_para_10,1,0.7994227994227995,0.3124431363009583,5.166666666666667,3.3374973990834644,2.327460317460318,0.6497352019888193
135,cn18_para_11,1,0.8015918496028656,0.2045654238957461,10.0,5.163977794943222,2.467987097373062,0.6247249366327906
136,cn19_para_0,1,0.76316726645674,0.3027103461983187,7.666666666666667,3.3499585403736303,2.5561488261717096,0.7608642678448589
137,cn20_para_1,1,0.7237710437710436,0.209142313280886,7.0,2.6076809620810595,2.14074031231926,0.34499728869528706
138,cn20_para_3,1,0.7971323763955342,0.20028458201818697,6.8,3.1874754901018454,2.1136868686868686,0.578048349092339
139,cn20_para_5,1,0.5145530939648587,0.148994454293877,3.6,1.4966629547095764,1.975277777777778,0.12995844540030554
140,cn20_para_14,1,0.5053210678210678,0.12740370072910645,3.0,1.0,1.8305555555555557,0.44191991341932446
141,cn20_para_18,1,0.6924074074074074,0.3154009521719955,6.6,2.8000000000000003,2.3014529914529915,0.3950439555137275
142,cn20_para_22,1,0.6425277777777778,0.2953532149900155,5.4,3.1368774282716245,2.1070381231671553,0.7397938327023365
143,cn20_para_31,1,0.6017617573345128,0.13438622325195648,7.0,3.366501646120693,1.8771604938271604,0.46213464995586934
144,cn20_para_39,1,0.6205519480519481,0.3607368690839326,4.8,2.7129319932501073,2.182380952380952,0.39765639972833067
145,cn20_para_43,1,0.6748303765950825,0.3011889173108631,5.2,3.8678159211627436,2.397854251012146,0.6430838813819991
146,cn20_para_48,1,0.7849579831932774,0.3135925538679558,6.2,1.7204650534085253,2.000032467532468,0.18494472058187583
147,cn21_para_7,1,0.7340350877192983,0.1522683266679602,4.8,1.469693845669907,2.3366666666666664,0.3946181151317353
148,cn21_para_22,1,0.5533333333333333,0.30521395046025596,5.2,3.249615361854384,2.101135992154299,0.5707269528885911
149,cn21_para_25,1,0.6215987933634992,0.4782654350575958,3.4,2.4166091947189146,1.7541666666666664,0.4666666666666667
150,cn21_para_29,1,0.5743686868686868,0.19833459370492057,4.4,2.8,1.964313725490196,0.5786359226228828
151,cn21_para_31,1,0.5457142857142857,0.1967444790144713,3.0,1.4142135623730951,2.246031746031746,0.8124751677504588
152,cn21_para_33,1,0.6682659932659932,0.2887458760269687,2.6666666666666665,2.4267032964268394,2.2491596638655467,0.3741209911488154
153,cn21_para_36,1,0.5305555555555557,0.1964971020425266,4.2,2.4,2.11781512605042,0.6282366429703474
154,cn21_para_41,1,0.8418003565062389,0.06370756887475844,6.0,2.9154759474226504,2.3480324074074073,0.5317032758231706
155,cn22_para_1,1,0.8645857066909698,0.2750443487244513,5.666666666666667,2.8674417556808756,2.1732905982905986,0.5536771746151578
156,cn22_para_6,1,0.6715118215118215,0.1510851575592945,5.4,4.498888751680798,1.992055944055944,0.5579037801481228
157,cn22_para_11,1,0.8613222522259525,0.2414441202165409,9.5,2.4324199198877374,2.4529930887825624,0.33266527055618106
158,cn22_para_23,1,0.65,0.13333333333333333,3.0,1.2649110640673518,1.7519191919191919,0.40366325832280514
159,cn22_para_29,1,0.8185934065934066,0.2990116666860917,8.8,6.3999999999999995,2.505291603821015,0.23889122599763885
160,cn22_para_31,1,0.696446054805188,0.16713873920974465,6.0,3.265986323710904,2.249863834422658,0.38798342549257986
161,cn22_para_34,1,0.9011111111111111,0.38920066867083764,7.4,6.681317235396026,2.182983682983683,0.5138112912568407
162,cn23_para_5,1,0.7021978021978023,0.681640890370811,3.6666666666666665,3.901566636906542,1.8887254901960784,0.9379922561720478
163,cn23_para_9,1,0.779265873015873,0.11064399223528888,4.75,4.493050188902857,1.9136828644501278,0.4272214695890319
164,cn23_para_17,1,0.7863275613275613,0.1850577374981827,7.833333333333333,2.1147629234082532,2.6104269934094493,0.33685954121129547
165,cn23_para_19,1,0.5029620785718347,0.35731175000143517,6.8,4.445222154178573,2.406818181818182,1.0295870952847357
166,cn23_para_22,1,0.8268213741359521,0.39445476136708707,6.0,2.309401076758503,2.6497246067486,0.7785438130271548
167,cn24_para_1,1,0.6060317460317461,0.26389794709360986,4.2,1.9390719429665317,2.211263736263736,0.5553667748061889
168,cn24_para_5,1,0.43797892720306514,0.1563349048541038,3.6666666666666665,2.98142396999972,2.1541666666666663,0.7093292818186426
169,cn24_para_10,1,0.48333333333333334,0.2998842369241097,4.333333333333333,3.197221015541813,1.7709224752703012,0.46169941895026145
170,cn24_para_14,1,0.7778571428571429,0.304811751875863,4.0,2.0976176963403033,2.0522807017543863,0.47121565998472015
171,cn24_para_17,1,0.9384415584415585,0.3978077893586473,4.4,2.4166091947189146,2.2876190476190477,0.6869142939010171
172,cn24_para_22,1,0.57002331002331,0.28972686530371916,8.2,3.4292856398964493,2.244698275862069,0.6626751052999534
173,cn24_para_29,1,0.32571428571428573,0.1965830561345094,2.4,1.7435595774162693,1.25,0.7710022337480251
174,cn24_para_32,1,0.7156020450138098,0.16822748316091043,5.6,1.019803902718557,2.1902014652014654,0.2527465227998165
175,cn24_para_43,1,0.6048717948717949,0.18014969303350406,3.8,1.16619037896906,2.1083333333333334,0.17351573343811472
176,cn24_para_49,1,0.8002197802197802,0.25002532845435643,6.4,5.1613951602255765,2.0041798941798943,0.1759811267178709
177,cn25_para_4,1,0.7239589169000934,0.4238330236061382,5.4,2.244994432064365,2.3584126984126983,0.7488280252759304
178,cn25_para_9,1,0.9054848660111817,0.5503578056696216,8.5,3.730504880933232,2.1459694989106755,0.5484792725261101
179,cn25_para_12,1,0.6302133655394525,0.27164305348115886,6.833333333333333,2.9107081994288304,2.329852092352092,0.5687078593409511
180,cn25_para_15,1,0.7180952380952381,0.27657444573980655,5.0,1.6733200530681511,2.1983638583638583,0.3017445606417555
181,cn25_para_18,1,0.5989010989010989,0.17617547322901592,4.0,2.0976176963403033,2.1641269841269843,0.38579181401260093
182,cn25_para_24,1,0.29439393939393943,0.14874714001309502,2.2,1.16619037896906,1.624285714285714,1.0129528465766582
183,cn25_para_38,1,0.584945054945055,0.17963641848207457,3.6,1.3564659966250536,1.9303030303030304,0.20463958427713108
184,cn25_para_40,1,0.46138583638583636,0.14945307136040853,5.833333333333333,3.7155828016013257,1.961118881118881,0.39051966912582453
185,cn26_para_7,1,0.5913207707325354,0.2171712354878161,5.5,3.253203549323856,1.9893849206349206,0.3608685327959935
186,cn26_para_10,1,0.864941724941725,0.4695181159530486,3.4,1.2,2.2800000000000002,0.6071243694664217
187,cn27_para_2,1,0.8745956112852664,0.20251327341131065,9.2,4.308131845707604,2.7764021164021164,0.33582654549617114
188,cn27_para_4,1,0.6282046024151287,0.12251376965853798,8.0,4.864839839775475,2.4364618739618735,0.3494918729545595
189,cn27_para_5,1,0.5596296296296296,0.2922888718998525,5.833333333333333,6.593346814950828,2.1484693877551018,0.9682606677294818
190,cn27_para_18,1,0.8338095238095237,0.25758515752792277,4.0,3.286335345030997,1.7863636363636364,0.5229446188461693
191,cn27_para_40,1,0.613768115942029,0.23932115558445785,7.4,3.6110940170535573,2.186690433749257,0.11303390604785511
192,cn28_para_18,1,0.46547619047619043,0.12912139869482142,2.0,0.6324555320336759,1.7647619047619045,0.5437219510841023
193,cn28_para_21,1,0.8665999237223494,0.24706229486484363,6.4,3.4985711369071804,2.524646464646465,0.2217291131364676
194,cn28_para_39,1,0.8820797101449276,0.10581866863753353,8.8,3.6000000000000005,2.600002416937901,0.21411699936680148
195,cn29_para_9,1,0.9693939393939394,0.45026305952541384,3.6,2.3323807579381204,2.1733333333333333,0.6951050100932156
196,cn29_para_24,1,0.4805052790346908,0.3452103788193803,3.6666666666666665,2.211083193570267,2.271329365079365,0.8460104631636886
197,cn29_para_25,1,0.6717032967032966,0.5702578305273716,3.0,2.581988897471611,2.2492877492877494,0.6316499377169495
198,cn29_para_37,1,0.33989898989898987,0.25026055191033414,2.2,1.9390719429665317,1.3216666666666668,0.7189421240807758
199,cn29_para_56,1,0.5659722222222222,0.2370663325630517,2.3333333333333335,1.1055415967851334,2.0414529914529917,0.6266532666511625
200,cn29_para_57,1,0.3738888888888888,0.24049588687738147,2.4,1.2,1.7,0.4301162633521314
201,cn29_para_62,1,0.6109214859214859,0.32376092689533104,4.5,1.707825127659933,2.094469582704877,0.5796551448524047
202,cn29_para_69,1,0.78015873015873,0.2647940675527613,6.8,3.3105890714493698,2.335569800569801,0.16479308019316613
203,ck01_para_12,1,0.5585772122614228,0.3006555400264737,7.0,4.09878030638384,2.090625281151597,0.6020617883693387
204,ck01_para_24,1,0.3902777777777778,0.3080861121003928,3.3333333333333335,2.3570226039551585,1.9484126984126984,0.40034156492512984
205,ck01_para_27,1,0.4689153439153439,0.09142546735006023,3.0,0.5773502691896257,1.7455988455988454,0.44802696786201074
206,ck01_para_28,1,0.5062134502923976,0.30640189073069257,3.5,3.0413812651491097,1.7055555555555557,0.7304023920559048
207,ck01_para_29,1,0.6049783549783551,0.3659543979653119,3.0,2.581988897471611,1.882936507936508,0.30151549897132895
208,ck01_para_38,1,0.8398051948051947,0.09024261986353423,6.4,4.409081537009721,2.3192425775978407,0.5819655262145255
209,ck01_para_42,1,0.46301169590643276,0.1472285375278058,3.6,3.9293765408777004,2.0754761904761905,0.16525867855880444
210,ck02_para_2,1,0.4631050487827982,0.1302587246727592,6.5,3.685557397915997,2.3275958110516934,0.3905677417197306
211,ck02_para_5,1,0.5631476050830889,0.1948071372426624,6.8,4.166533331199932,2.195098039215686,0.41768664085653884
212,ck02_para_10,1,0.6089749030925501,0.20742396899608648,8.166666666666666,2.6718699236468995,2.278556166056166,0.19628415712378675
213,ck02_para_12,1,0.45484607984607983,0.22300310231568682,4.666666666666667,2.6246692913372702,1.972222222222222,0.30817062774130366
214,ck02_para_18,1,0.7129148629148628,0.37123211795299377,4.666666666666667,3.0912061651652345,2.2239170415641003,0.3682182260730625
215,ck02_para_20,1,0.6342650103519668,0.26764741591856567,7.6,4.454211490264018,2.421919191919192,0.3899787430863093
216,ck03_para_9,1,0.7977272727272728,0.3877759392527609,6.0,6.164414002968976,1.943562610229277,0.7539615499356437
217,ck03_para_10,1,0.9339742250087077,0.661289160589301,9.0,5.761944116355173,2.533489674939743,1.1910468393479667
218,ck03_para_15,1,0.6596428571428571,0.29900685952134326,4.0,1.6733200530681511,1.9201831501831503,0.46104334743461545
219,ck03_para_18,1,0.4633333333333334,0.232952069462082,4.4,3.4409301068170506,1.8996491228070176,0.4146448082644009
220,ck04_para_10,1,0.8041457811194653,0.40305109037024556,4.666666666666667,2.9249881291307074,2.0550368978000555,0.26256555114299157
221,ck04_para_11,1,0.7614672364672366,0.36916655941198095,8.5,6.157651067303722,2.6345231491112497,0.6820970845810442
222,ck04_para_12,1,0.5742158426368953,0.20229341607956933,7.4,6.280127387243033,2.107170542635659,0.47100583181118283
223,ck05_para_1,1,0.4593253968253968,0.10300753414778385,4.0,1.8257418583505538,2.06034521034521,0.6344560712806071
224,ck05_para_2,1,0.5871572871572871,0.20398212458407405,3.8333333333333335,2.9674156357941426,2.1889369889369887,0.4744196793954159
225,ck05_para_3,1,0.4035897435897436,0.13756213108248683,4.0,3.521363372331802,1.5933333333333333,0.1607620740238333
226,ck05_para_4,1,0.5671957671957673,0.1970720136722318,3.1666666666666665,1.8633899812498247,2.1933996831055658,0.8550381692682683
227,ck05_para_5,1,0.48979797979797973,0.1669457106946901,7.2,6.584831053261731,2.698965517241379,0.48757401340652484
228,ck05_para_8,1,0.5222816399286987,0.16866350998373408,4.2,1.16619037896906,1.7983333333333333,0.31306726291822834
229,ck05_para_16,1,0.45666666666666667,0.19933221850301402,2.0,2.0976176963403033,2.010064935064935,0.2524220671477313
